Date,Close/Last
7/17/2023,$100.93 
7/18/2023,$100.76 
7/19/2023,$101.83 
7/20/2023,$100.88 
7/21/2023,$102.82 
7/24/2023,$102.78 
7/25/2023,$102.92 
7/26/2023,$101.73 
7/27/2023,$100.78 
7/28/2023,$101.25 
7/31/2023,$101.57 
8/1/2023,$101.26 
8/2/2023,$102.13 
8/3/2023,$102.33 
8/4/2023,$100.68 
8/7/2023,$101.74 
8/8/2023,$100.70 
8/9/2023,$99.92 
8/10/2023,$101.66 
8/11/2023,$100.99 
8/14/2023,$101.01 
8/15/2023,$100.04 
8/16/2023,$98.98 
8/17/2023,$96.57 
8/18/2023,$97.23 
8/21/2023,$96.46 
8/22/2023,$96.07 
8/23/2023,$95.18 
8/24/2023,$94.83 
8/25/2023,$95.48 
8/28/2023,$97.04 
8/29/2023,$99.15 
8/30/2023,$99.24 
8/31/2023,$97.44 
9/1/2023,$98.00 
9/5/2023,$96.84 
9/6/2023,$95.95 
9/7/2023,$95.10 
9/8/2023,$95.28 
9/11/2023,$95.67 
9/12/2023,$96.24 
9/13/2023,$96.93 
9/14/2023,$97.16 
9/15/2023,$96.23 
9/18/2023,$96.76 
9/19/2023,$95.29 
9/20/2023,$95.16 
9/21/2023,$93.10 
9/22/2023,$93.68 
9/25/2023,$92.74 
9/26/2023,$92.00 
9/27/2023,$91.17 
9/28/2023,$91.08 
9/29/2023,$91.27 
10/2/2023,$91.13 
10/3/2023,$89.48 
10/4/2023,$91.15 
10/5/2023,$92.37 
10/6/2023,$92.85 
10/9/2023,$92.68 
10/10/2023,$93.18 
10/11/2023,$91.95 
10/12/2023,$91.42 
10/13/2023,$91.48 
10/16/2023,$93.65 
10/17/2023,$94.18 
10/18/2023,$93.75 
10/19/2023,$94.42 
10/20/2023,$94.19 
10/23/2023,$94.20 
10/24/2023,$94.62 
10/25/2023,$94.00 
10/26/2023,$92.67 
10/27/2023,$92.02 
10/30/2023,$93.15 
10/31/2023,$92.24 
11/1/2023,$91.35 
11/2/2023,$100.01 
11/3/2023,$102.65 
11/6/2023,$104.03 
11/7/2023,$103.68 
11/8/2023,$104.30 
11/9/2023,$102.23 
11/10/2023,$104.33 
11/13/2023,$103.51 
11/14/2023,$105.60 
11/15/2023,$106.03 
11/16/2023,$107.21 
11/17/2023,$105.57 
11/20/2023,$104.30 
11/21/2023,$103.69 
11/22/2023,$103.44 
11/24/2023,$102.78 
11/27/2023,$102.36 
11/28/2023,$101.18 
11/29/2023,$99.85 
11/30/2023,$99.30 
12/1/2023,$99.20 
12/4/2023,$97.60 
12/5/2023,$95.54 
12/6/2023,$97.02 
12/7/2023,$96.44 
12/8/2023,$96.61 
12/11/2023,$98.12 
12/12/2023,$98.15 
12/13/2023,$98.11 
12/14/2023,$97.84 
12/15/2023,$96.75 
12/18/2023,$96.56 
12/19/2023,$97.72 
12/20/2023,$94.71 
12/21/2023,$95.33 
12/22/2023,$95.28 
12/26/2023,$95.67 
12/27/2023,$95.29 
12/28/2023,$95.93 
12/29/2023,$96.01 
1/2/2024,$93.67 
1/3/2024,$93.23 
1/4/2024,$93.55 
1/5/2024,$92.99 
1/8/2024,$94.19 
1/9/2024,$93.09 
1/10/2024,$93.50 
1/11/2024,$92.94 
1/12/2024,$91.98 
1/16/2024,$92.70 
1/17/2024,$91.77 
1/18/2024,$93.34 
1/19/2024,$93.86 
1/22/2024,$93.07 
1/23/2024,$91.97 
1/24/2024,$92.04 
1/25/2024,$92.61 
1/26/2024,$92.80 
1/29/2024,$93.80 
1/30/2024,$94.08 
1/31/2024,$93.03 
2/1/2024,$93.37 
2/2/2024,$92.99 
2/5/2024,$92.51 
2/6/2024,$95.67 
2/7/2024,$95.31 
2/8/2024,$96.59 
2/9/2024,$97.30 
